Notes,County,County Code,MCD - Drug/Alcohol Induced,MCD - Drug/Alcohol Induced Code,Deaths,Population,Crude Rate
,"Crawford County, OH",39033,All other non-drug and non-alcohol causes,O,549,42083,1304.565
,"Cuyahoga County, OH",39035,Drug-induced causes,D,2071,1249352,165.766
,"Cuyahoga County, OH",39035,Alcohol-induced causes,A,424,1249352,33.938
,"Cuyahoga County, OH",39035,All other non-drug and non-alcohol causes,O,13978,1249352,1118.82
,"Darke County, OH",39037,Drug-induced causes,D,118,51778,227.896
,"Darke County, OH",39037,Alcohol-induced causes,A,15,51778,Unreliable
,"Darke County, OH",39037,All other non-drug and non-alcohol causes,O,612,51778,1181.969
,"Defiance County, OH",39039,Drug-induced causes,D,90,38158,235.861
,"Defiance County, OH",39039,All other non-drug and non-alcohol causes,O,395,38158,1035.17
,"Delaware County, OH",39041,Drug-induced causes,D,191,196463,97.219
,"Delaware County, OH",39041,Alcohol-induced causes,A,22,196463,11.198
,"Delaware County, OH",39041,All other non-drug and non-alcohol causes,O,1084,196463,551.758
,"Erie County, OH",39043,Drug-induced causes,D,142,75107,189.064
,"Erie County, OH",39043,Alcohol-induced causes,A,31,75107,41.274
,"Erie County, OH",39043,All other non-drug and non-alcohol causes,O,970,75107,1291.491
,"Fairfield County, OH",39045,Drug-induced causes,D,305,152597,199.873
,"Fairfield County, OH",39045,Alcohol-induced causes,A,26,152597,17.038
,"Fairfield County, OH",39045,All other non-drug and non-alcohol causes,O,1278,152597,837.5
,"Fayette County, OH",39047,Drug-induced causes,D,91,28676,317.339
,"Fayette County, OH",39047,All other non-drug and non-alcohol causes,O,362,28676,1262.38
,"Franklin County, OH",39049,Drug-induced causes,D,1825,1264518,144.324
,"Franklin County, OH",39049,Alcohol-induced causes,A,201,1264518,15.895
,"Franklin County, OH",39049,All other non-drug and non-alcohol causes,O,9601,1264518,759.262
,"Fulton County, OH",39051,Drug-induced causes,D,73,42514,171.708
,"Fulton County, OH",39051,Alcohol-induced causes,A,10,42514,Unreliable
,"Fulton County, OH",39051,All other non-drug and non-alcohol causes,O,416,42514,978.501
,"Gallia County, OH",39053,Drug-induced causes,D,108,30015,359.82
,"Gallia County, OH",39053,All other non-drug and non-alcohol causes,O,386,30015,1286.024
,"Geauga County, OH",39055,Drug-induced causes,D,142,94060,150.967
,"Geauga County, OH",39055,Alcohol-induced causes,A,14,94060,Unreliable
,"Geauga County, OH",39055,All other non-drug and non-alcohol causes,O,854,94060,907.931
,"Greene County, OH",39057,Drug-induced causes,D,213,164765,129.275
,"Greene County, OH",39057,Alcohol-induced causes,A,39,164765,23.67
,"Greene County, OH",39057,All other non-drug and non-alcohol causes,O,1433,164765,869.724
,"Guernsey County, OH",39059,Drug-induced causes,D,123,39063,314.876
,"Guernsey County, OH",39059,All other non-drug and non-alcohol causes,O,462,39063,1182.705
,"Hamilton County, OH",39061,Drug-induced causes,D,1277,809099,157.83
,"Hamilton County, OH",39061,Alcohol-induced causes,A,190,809099,23.483
,"Hamilton County, OH",39061,All other non-drug and non-alcohol causes,O,7861,809099,971.575
,"Hancock County, OH",39063,Drug-induced causes,D,137,75872,180.567
,"Hancock County, OH",39063,Alcohol-induced causes,A,15,75872,Unreliable
,"Hancock County, OH",39063,All other non-drug and non-alcohol causes,O,766,75872,1009.595
,"Hardin County, OH",39065,Drug-induced causes,D,77,31474,244.646
,"Hardin County, OH",39065,All other non-drug and non-alcohol causes,O,338,31474,1073.902
,"Harrison County, OH",39067,Drug-induced causes,D,36,15307,235.187
,"Harrison County, OH",39067,All other non-drug and non-alcohol causes,O,190,15307,1241.262
,"Henry County, OH",39069,Drug-induced causes,D,46,27629,166.492
,"Henry County, OH",39069,All other non-drug and non-alcohol causes,O,268,27629,969.995
,"Highland County, OH",39071,Drug-induced causes,D,125,43029,290.502
,"Highland County, OH",39071,Alcohol-induced causes,A,13,43029,Unreliable
,"Highland County, OH",39071,All other non-drug and non-alcohol causes,O,498,43029,1157.359
,"Hocking County, OH",39073,Drug-induced causes,D,81,28340,285.815
,"Hocking County, OH",39073,All other non-drug and non-alcohol causes,O,299,28340,1055.046
,"Holmes County, OH",39075,Drug-induced causes,D,70,43936,159.323
,"Holmes County, OH",39075,All other non-drug and non-alcohol causes,O,356,43936,810.269
,"Huron County, OH",39077,Drug-induced causes,D,96,58439,164.274
,"Huron County, OH",39077,Alcohol-induced causes,A,13,58439,Unreliable
,"Huron County, OH",39077,All other non-drug and non-alcohol causes,O,558,58439,954.842
,"Jackson County, OH",39079,Drug-induced causes,D,95,32505,292.263
,"Jackson County, OH",39079,All other non-drug and non-alcohol causes,O,424,32505,1304.415
,"Jefferson County, OH",39081,Drug-induced causes,D,132,66704,197.889
,"Jefferson County, OH",39081,Alcohol-induced causes,A,11,66704,Unreliable
,"Jefferson County, OH",39081,All other non-drug and non-alcohol causes,O,969,66704,1452.686
,"Knox County, OH",39083,Drug-induced causes,D,121,60814,198.967
,"Knox County, OH",39083,All other non-drug and non-alcohol causes,O,660,60814,1085.276
,"Lake County, OH",39085,Drug-induced causes,D,499,228614,218.272
,"Lake County, OH",39085,Alcohol-induced causes,A,88,228614,38.493
,"Lake County, OH",39085,All other non-drug and non-alcohol causes,O,2528,228614,1105.794
,"Lawrence County, OH",39087,Drug-induced causes,D,179,60872,294.06
,"Lawrence County, OH",39087,Alcohol-induced causes,A,23,60872,37.784
,"Lawrence County, OH",39087,All other non-drug and non-alcohol causes,O,805,60872,1322.447
,"Licking County, OH",39089,Drug-induced causes,D,423,172198,245.647
,"Licking County, OH",39089,Alcohol-induced causes,A,20,172198,11.615
,"Licking County, OH",39089,All other non-drug and non-alcohol causes,O,1542,172198,895.481
,"Logan County, OH",39091,Drug-induced causes,D,103,45165,228.053
,"Logan County, OH",39091,Alcohol-induced causes,A,14,45165,Unreliable
,"Logan County, OH",39091,All other non-drug and non-alcohol causes,O,514,45165,1138.049
,"Lorain County, OH",39093,Drug-induced causes,D,738,306365,240.889
,"Lorain County, OH",39093,Alcohol-induced causes,A,78,306365,25.46
,"Lorain County, OH",39093,All other non-drug and non-alcohol causes,O,3068,306365,1001.42
,"Lucas County, OH",39095,Drug-induced causes,D,925,432488,213.879
,"Lucas County, OH",39095,Alcohol-induced causes,A,155,432488,35.839
,"Lucas County, OH",39095,All other non-drug and non-alcohol causes,O,4597,432488,1062.92
,"Madison County, OH",39097,Drug-induced causes,D,105,43419,241.83
,"Madison County, OH",39097,All other non-drug and non-alcohol causes,O,445,43419,1024.897
,"Mahoning County, OH",39099,Drug-induced causes,D,429,230008,186.515
,"Mahoning County, OH",39099,Alcohol-induced causes,A,70,230008,30.434
,"Mahoning County, OH",39099,All other non-drug and non-alcohol causes,O,3028,230008,1316.476
,"Marion County, OH",39101,Drug-induced causes,D,152,65096,233.501
,"Marion County, OH",39101,Alcohol-induced causes,A,13,65096,Unreliable
,"Marion County, OH",39101,All other non-drug and non-alcohol causes,O,782,65096,1201.303
,"Medina County, OH",39103,Drug-induced causes,D,248,177221,139.938
,"Medina County, OH",39103,Alcohol-induced causes,A,23,177221,12.978
,"Medina County, OH",39103,All other non-drug and non-alcohol causes,O,1430,177221,806.902
,"Meigs County, OH",39105,Drug-induced causes,D,90,23125,389.189
,"Meigs County, OH",39105,All other non-drug and non-alcohol causes,O,331,23125,1431.351
,"Mercer County, OH",39107,Drug-induced causes,D,44,40909,107.556
,"Mercer County, OH",39107,All other non-drug and non-alcohol causes,O,438,40909,1070.669
,"Miami County, OH",39109,Drug-induced causes,D,174,104679,166.222
,"Miami County, OH",39109,Alcohol-induced causes,A,21,104679,20.061
,"Miami County, OH",39109,All other non-drug and non-alcohol causes,O,1164,104679,1111.971
,"Monroe County, OH",39111,Drug-induced causes,D,13,14210,Unreliable
,"Monroe County, OH",39111,All other non-drug and non-alcohol causes,O,172,14210,1210.415
,"Montgomery County, OH",39113,Drug-induced causes,D,1088,531239,204.804
,"Montgomery County, OH",39113,Alcohol-induced causes,A,178,531239,33.507
,"Montgomery County, OH",39113,All other non-drug and non-alcohol causes,O,6192,531239,1165.577
,"Morgan County, OH",39115,Drug-induced causes,D,30,14804,202.648
,"Morgan County, OH",39115,All other non-drug and non-alcohol causes,O,168,14804,1134.828
,"Morrow County, OH",39117,Drug-induced causes,D,64,35036,182.669
,"Morrow County, OH",39117,All other non-drug and non-alcohol causes,O,313,35036,893.367
,"Muskingum County, OH",39119,Drug-induced causes,D,226,86068,262.583
,"Muskingum County, OH",39119,Alcohol-induced causes,A,17,86068,Unreliable
,"Muskingum County, OH",39119,All other non-drug and non-alcohol causes,O,1015,86068,1179.3
,"Noble County, OH",39121,Drug-induced causes,D,21,14294,146.915
,"Noble County, OH",39121,All other non-drug and non-alcohol causes,O,142,14294,993.424
,"Ottawa County, OH",39123,Drug-induced causes,D,75,40636,184.565
,"Ottawa County, OH",39123,Alcohol-induced causes,A,15,40636,Unreliable
,"Ottawa County, OH",39123,All other non-drug and non-alcohol causes,O,513,40636,1262.427
,"Paulding County, OH",39125,Drug-induced causes,D,42,18865,222.635
,"Paulding County, OH",39125,All other non-drug and non-alcohol causes,O,204,18865,1081.368
,"Perry County, OH",39127,Drug-induced causes,D,101,35927,281.126
,"Perry County, OH",39127,All other non-drug and non-alcohol causes,O,364,35927,1013.166
,"Pickaway County, OH",39129,Drug-induced causes,D,139,57565,241.466
,"Pickaway County, OH",39129,All other non-drug and non-alcohol causes,O,591,57565,1026.666
,"Pike County, OH",39131,Drug-induced causes,D,65,28160,230.824
,"Pike County, OH",39131,All other non-drug and non-alcohol causes,O,343,28160,1218.04
,"Portage County, OH",39133,Drug-induced causes,D,260,161921,160.572
,"Portage County, OH",39133,Alcohol-induced causes,A,39,161921,24.086
,"Portage County, OH",39133,All other non-drug and non-alcohol causes,O,1462,161921,902.909
,"Preble County, OH",39135,Drug-induced causes,D,95,41247,230.32
,"Preble County, OH",39135,All other non-drug and non-alcohol causes,O,483,41247,1170.994
,"Putnam County, OH",39137,Drug-induced causes,D,51,34056,149.753
,"Putnam County, OH",39137,All other non-drug and non-alcohol causes,O,305,34056,895.584
,"Richland County, OH",39139,Drug-induced causes,D,219,121107,180.832
,"Richland County, OH",39139,Alcohol-induced causes,A,14,121107,Unreliable
,"Richland County, OH",39139,All other non-drug and non-alcohol causes,O,1440,121107,1189.031
,"Ross County, OH",39141,Drug-induced causes,D,218,77000,283.117
,"Ross County, OH",39141,Alcohol-induced causes,A,27,77000,35.065
,"Ross County, OH",39141,All other non-drug and non-alcohol causes,O,897,77000,1164.935
,"Sandusky County, OH",39143,Drug-induced causes,D,105,59330,176.976
,"Sandusky County, OH",39143,All other non-drug and non-alcohol causes,O,674,59330,1136.019
,"Scioto County, OH",39145,Drug-induced causes,D,225,76088,295.71
,"Scioto County, OH",39145,Alcohol-induced causes,A,14,76088,Unreliable
,"Scioto County, OH",39145,All other non-drug and non-alcohol causes,O,1036,76088,1361.581
,"Seneca County, OH",39147,Drug-induced causes,D,108,55353,195.111
,"Seneca County, OH",39147,All other non-drug and non-alcohol causes,O,604,55353,1091.178
,"Shelby County, OH",39149,Drug-induced causes,D,94,48623,193.324
,"Shelby County, OH",39149,All other non-drug and non-alcohol causes,O,478,48623,983.074
,"Stark County, OH",39151,Drug-induced causes,D,821,373612,219.747
,"Stark County, OH",39151,Alcohol-induced causes,A,98,373612,26.23
,"Stark County, OH",39151,All other non-drug and non-alcohol causes,O,4357,373612,1166.183
,"Summit County, OH",39153,Drug-induced causes,D,1099,540300,203.406
,"Summit County, OH",39153,Alcohol-induced causes,A,144,540300,26.652
,"Summit County, OH",39153,All other non-drug and non-alcohol causes,O,5912,540300,1094.207
,"Trumbull County, OH",39155,Drug-induced causes,D,418,201825,207.11
,"Trumbull County, OH",39155,Alcohol-induced causes,A,29,201825,14.369
,"Trumbull County, OH",39155,All other non-drug and non-alcohol causes,O,2563,201825,1269.912
,"Tuscarawas County, OH",39157,Drug-induced causes,D,180,92420,194.763
,"Tuscarawas County, OH",39157,Alcohol-induced causes,A,16,92420,Unreliable
,"Tuscarawas County, OH",39157,All other non-drug and non-alcohol causes,O,1034,92420,1118.805
,"Union County, OH",39159,Drug-induced causes,D,76,55457,137.043
,"Union County, OH",39159,All other non-drug and non-alcohol causes,O,360,55457,649.152
,"Van Wert County, OH",39161,Drug-induced causes,D,40,28362,141.034
,"Van Wert County, OH",39161,All other non-drug and non-alcohol causes,O,335,28362,1181.158
,"Vinton County, OH",39163,Drug-induced causes,D,33,12921,255.398
,"Vinton County, OH",39163,All other non-drug and non-alcohol causes,O,146,12921,1129.944
,"Warren County, OH",39165,Drug-induced causes,D,241,227063,106.138
,"Warren County, OH",39165,Alcohol-induced causes,A,31,227063,13.653
,"Warren County, OH",39165,All other non-drug and non-alcohol causes,O,1759,227063,774.675
,"Washington County, OH",39167,Drug-induced causes,D,117,60610,193.037
,"Washington County, OH",39167,Alcohol-induced causes,A,11,60610,Unreliable
,"Washington County, OH",39167,All other non-drug and non-alcohol causes,O,768,60610,1267.118
,"Wayne County, OH",39169,Drug-induced causes,D,267,116470,229.244
,"Wayne County, OH",39169,Alcohol-induced causes,A,20,116470,17.172
,"Wayne County, OH",39169,All other non-drug and non-alcohol causes,O,1152,116470,989.096
,"Williams County, OH",39171,Drug-induced causes,D,109,37017,294.459
,"Williams County, OH",39171,All other non-drug and non-alcohol causes,O,443,37017,1196.747
,"Wood County, OH",39173,Drug-induced causes,D,215,130219,165.106
,"Wood County, OH",39173,Alcohol-induced causes,A,19,130219,Unreliable
,"Wood County, OH",39173,All other non-drug and non-alcohol causes,O,1154,130219,886.199
,"Wyandot County, OH",39175,Drug-induced causes,D,36,22118,162.763
,"Wyandot County, OH",39175,All other non-drug and non-alcohol causes,O,253,22118,1143.865
,"Adair County, OK",40001,Drug-induced causes,D,38,22098,171.961
,"Adair County, OK",40001,Alcohol-induced causes,A,10,22098,Unreliable
,"Adair County, OK",40001,All other non-drug and non-alcohol causes,O,248,22098,1122.274
,"Alfalfa County, OK",40003,Drug-induced causes,D,10,5827,Unreliable
,"Alfalfa County, OK",40003,All other non-drug and non-alcohol causes,O,56,5827,961.043
,"Atoka County, OK",40005,Drug-induced causes,D,26,13810,188.269
,"Atoka County, OK",40005,All other non-drug and non-alcohol causes,O,169,13810,1223.751
,"Beaver County, OK",40007,All other non-drug and non-alcohol causes,O,54,5382,1003.344
,"Beckham County, OK",40009,Drug-induced causes,D,39,22519,173.187
,"Beckham County, OK",40009,Alcohol-induced causes,A,11,22519,Unreliable
,"Beckham County, OK",40009,All other non-drug and non-alcohol causes,O,229,22519,1016.919
,"Blaine County, OK",40011,Drug-induced causes,D,12,9643,Unreliable
,"Blaine County, OK",40011,All other non-drug and non-alcohol causes,O,129,9643,1337.758
,"Bryan County, OK",40013,Drug-induced causes,D,90,45573,197.485
,"Bryan County, OK",40013,Alcohol-induced causes,A,13,45573,Unreliable
,"Bryan County, OK",40013,All other non-drug and non-alcohol causes,O,506,45573,1110.307
,"Caddo County, OK",40015,Drug-induced causes,D,67,29557,226.681
,"Caddo County, OK",40015,Alcohol-induced causes,A,19,29557,Unreliable
,"Caddo County, OK",40015,All other non-drug and non-alcohol causes,O,354,29557,1197.686
,"Canadian County, OK",40017,Drug-induced causes,D,111,136532,81.3
,"Canadian County, OK",40017,Alcohol-induced causes,A,24,136532,17.578
,"Canadian County, OK",40017,All other non-drug and non-alcohol causes,O,939,136532,687.751
,"Carter County, OK",40019,Drug-induced causes,D,109,48556,224.483
,"Carter County, OK",40019,Alcohol-induced causes,A,19,48556,Unreliable
